"ResponseId","UserLanguage","Cry_last","qual_Q","Trigger_cause","Trigger_cause_3_TEXT","Trigger_type","Trigger_type_4_TEXT","Context","context2","context3","intense_tear","intense_time","Zintense_tear","Zintense_time","mood_1","Freq","BACS_1","BACS_2","BACS_3","BACS_4","BACS_5","BACS_6","BACS_7","BACS_8","BACS_9","BACS_10","BACS_11","BACS_12","BACS_13","BACS_14","GES_1","GES_2","GES_3","GES_4","GES_5","TMF_1","TMF_2","TMF_3","TMF_4","TMF_5","TMF_6","ZGES_1","ZGES_2","ZGES_3","ZGES_4","ZGES_5","ZTMF_1","ZTMF_2","ZTMF_3","ZTMF_4","ZTMF_5","ZTMF_6","age","gender","gender_4_TEXT","live","live_6_TEXT","live_time","birth_other","BACS_Help","BACS_social","BACS_Ind","GRE","Cry_intensity","GRE2","TMF","GES"
"R_Y4SviSUTeiKSiOd","NL",3,"Het verliezen van de vader van een vriend.",2,,1,,2,1,4,1,1,-1.41951075,-0.73869892,3,1.0,4,3,2,2,3,3,1,5,1,3,2,5,2,3,4,2,4,2,4,2,1,1,1,1,1,1.14149975,-1.674941768,0.55861097,-1.722282979,1.391877796,-1.357155765,-1.793263093,-1.906568891,-2.06751807,-2.062792566,-1.629805847,24,1,,3,,1,,2.428571429,4.0,2.0,-1.01112186,-1.079104835,-1.2514218259,-1.8028507053333334,-0.42427850675
"R_32OVcr4DMRqBu6k","NL",2,"De aanleiding was dat mijn partner heel boos tegen mij deed terwijl ik letterlijk niets gedaan had. Hij heeft last van een persoonlijkheidsstoornis waarvoor hij nog in therapie moet. Omdat ik van mezelf verwacht dat ik er daardoor soepel mee om moet gaan en begrip voor moet hebben, probeer ik me vaak over zijn boze uitbarstingen heen te zetten en relativeren dat hij het niet zo bedoelt en het displacement is van het onrecht dat hem jaren lang door zijn ouders is aangedaan (fysieke mishandeling en emotionele verwaarlozing). 

Ik hou zoiets normaliter voor mezelf maar heb er deze keer met mijn beste vriendin over gesproken, wat me hielp bij het relativeren en verminderen van verdriet.",1,,4,"Zowel frustratie/machteloosheid als verdriet",1,,,2,2,-0.543475436,-0.02089899,3,2.0,5,3,2,2,2,4,4,5,2,4,4,4,1,4,2,2,1,1,1,2,1,2,1,2,1,-1.643634886,-1.674941768,-5.052604837,-3.049628655,-1.62254469,-1.357155765,-1.793263093,-1.272955121,-2.06751807,-1.393064526,-1.629805847,24,1,,3,,1,,3.714285714,3.75,1.666666667,-2.050647023,-0.282187213,-2.0934572568,-1.5856270703333333,-2.8552025364999998
"R_3rZdYs85yoFTJHA","NL",4,"Ruzie en schaamte.",1,,2,,3,1,4,5,1,2.084630508,-0.73869892,3,0.0,4,1,2,1,5,5,2,5,2,2,2,2,1,2,3,4,4,4,2,3,3,3,4,2,3,-0.251067568,0.980019119,0.55861097,0.932408372,-0.617737195,-0.739507144,-0.641101309,-0.639341352,-0.069243416,-1.393064526,-0.648381688,25,1,,3,,1,,2.142857143,4.25,1.333333333,-0.229855067,0.672965794,-0.19106685419999997,-0.6884399058333331,0.55499272325
"R_urZUKqE2Oyvr3oJ","NL",6,"De laatste keer dat ik heb gehuild was toen mijn kat was overleden. Mijn ouders hebben mij toen getroost en nu vind ik het niet erg. Dit is best wel lang geleden gebeurd.",1,,1,,4,1,4,3,2,0.332559879,-0.02089899,6,2.0,3,4,1,1,5,3,4,5,3,2,4,5,1,2,3,1,2,2,2,4,3,1,2,2,2,-0.251067568,-3.002422211,-3.182199568,-1.722282979,-0.617737195,-0.121858522,-0.641101309,-1.906568891,-1.401426518,-1.393064526,-1.139093767,25,1,,3,,1,,3.142857143,4.5,1.0,-1.398074823,0.155830444,-1.4761085859,-1.1005189221666667,-2.0394930815
"R_6lFJ30WWgvIyBwZ","NL",4,"Toen het uit ging met mijn ex. Was deel van verwerking. Bij mijn moeder thuis.",1,,2,,2,1,2,4,2,1.208595193,-0.02089899,2,1.0,4,4,3,5,5,5,1,5,5,4,5,2,1,4,4,4,4,2,2,4,4,3,4,3,3,1.14149975,0.980019119,0.55861097,-1.722282979,-0.617737195,-0.121858522,-0.065020417,-0.639341352,-0.069243416,-0.723336485,-0.648381688,25,1,,3,,1,,3.857142857,4.25,3.0,-0.175188383,0.593848101,-0.130933502,-0.37786364666666666,0.23946171500000002
"R_3m7DcSYuMoV2q7B","NL",5,"Relatieprobleem, in onze kamer, ervoor veel stress en onzekerheid erna opgelucht",1,,2,,2,1,2,2,1,-0.543475436,-0.73869892,3,0.0,4,2,1,3,2,2,3,4,4,3,3,1,2,4,4,3,4,3,2,3,3,2,4,4,2,1.14149975,-0.347461324,0.55861097,-0.394937304,-0.617737195,-0.739507144,-0.641101309,-1.272955121,-0.069243416,-0.053608445,-1.139093767,25,1,,3,,1,,3.285714286,2.25,2.0,-0.325048573,-0.641087178,-0.29577971100000006,-0.652584867,0.239428023
"R_3I0Oto6hCxwJora","NL",6,"Iemand vertelde tijdens een interview het verhaal waarom ze van geslacht is veranderd. Een goede herinnering aan het feit dat het leven niet alleen maar vrolijkheid is.",2,,1,,2,1,2,2,1,-0.543475436,-0.73869892,4,1.0,3,2,3,2,2,3,4,4,3,2,2,3,2,3,3,3,4,4,2,4,4,5,5,4,3,-0.251067568,-0.347461324,0.55861097,0.932408372,-0.617737195,-0.121858522,-0.065020417,0.627886187,0.596848136,-0.053608445,-0.648381688,25,1,,3,,1,,2.714285714,3.0,2.333333333,0.055510773,-0.641087178,0.12283557009999999,0.055977541833333345,0.2231226125
"R_1M4nNCRLbdo9iPQ","NL",3,"Mijn ex liet mij niet met rust en dit zorgde voor boosheid en frustratie",1,,3,,2,1,4,2,1,-0.543475436,-0.73869892,3,1.0,4,4,2,2,2,2,4,4,5,4,4,2,2,4,4,4,4,4,2,2,2,2,2,2,1,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,-1.357155765,-1.217182201,-1.272955121,-1.401426518,-1.393064526,-1.629805847,25,1,,3,,1,,4.142857143,2.5,2.0,-0.479708087,-0.641087178,-0.4659051766999999,-1.3785983296666666,0.9031345527500001
"R_7W22ZkddDhHMrM5","NL",6,"De laatste keer dat ik heb gehuild, was uit pure frustratie omdat ik gepest werd. Ik was thuis, aangezien mijn oudere broer de aanleiding was. Ik voelde me daarvoor zoals gezegd ontzettend gefrustreerd en alleen, daarna was het niet veel beter. Ik had geen steun.",1,,2,,1,,,5,1,2.084630508,-0.73869892,4,0.0,1,1,1,1,5,4,1,5,1,2,1,4,2,1,3,4,4,4,2,3,4,2,4,3,3,-0.251067568,0.980019119,0.55861097,0.932408372,-0.617737195,-0.739507144,-0.065020417,-1.272955121,-0.069243416,-0.723336485,-0.648381688,26,1,,3,,1,"n.v.t.",1.142857143,4.5,1.333333333,-0.174200961,0.672965794,-0.1298473378,-0.5864073785,0.55499272325
"R_1FFJAc4D9MfXOSQ","NL",3,"Het was tijdens een begrafenis, op het moment dat de kleindochter van de overledene een speech gaf. Zij haalde een paar mooie herinneringen op die tranen bij mij deden opwellen. Ik denk niet dat iemand het zag en ik werd dus niet getroost, wat ik niet erg vond.",3,"Verdriet van kleindochter bij begrafenis van haar opa",1,,5,3,3,1,1,-1.41951075,-0.73869892,3,1.0,4,2,2,1,4,4,1,5,4,4,4,4,3,4,4,4,4,4,3,4,4,5,6,4,2,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,-0.121858522,-0.065020417,0.627886187,1.262939687,-0.053608445,-1.139093767,26,1,,3,,1,,3.285714286,4.25,2.0,0.410077567,-1.079104835,0.41237829340000004,0.08520745383333332,0.9031345527500001
"R_3smIx38Xc7CSQXr","NL",3,,2,,1,,1,3,,3,3,0.332559879,0.69690094,6,6.0,2,3,3,2,4,5,4,4,4,3,4,3,2,4,4,3,4,3,4,3,2,3,3,3,3,1.14149975,-0.347461324,0.55861097,-0.394937304,1.391877796,-0.739507144,-1.217182201,-0.639341352,-0.735334967,-0.723336485,-0.648381688,27,1,,3,,1,,3.428571429,4.0,2.333333333,-0.213953995,0.514730409,-0.3745371745,-0.7838473061666665,0.239428023
"R_2YxrP35WyHTCuPO","NL",3,"Combinatie van liefdesverdriet en zelfmedelijden/verdriet over staat van gemoed (burn-out). Ervoor voelde ik me diep ongelukkig, erna ietwat opgelucht en sereen doch niet gelukkig. Geen steun aanwezig.",1,,1,,1,,,4,2,1.208595193,-0.02089899,3,2.0,4,1,2,1,4,5,1,5,2,2,4,5,1,3,4,3,4,3,2,3,3,3,4,3,2,1.14149975,-0.347461324,0.55861097,-0.394937304,-0.617737195,-0.739507144,-0.641101309,-0.639341352,-0.069243416,-0.723336485,-1.139093767,27,1,,3,,1,,2.428571429,4.75,1.333333333,-0.328331689,0.593848101,-0.2993911381,-0.6586039121666666,0.239428023
"R_1M5t1iEDGVK6l4J","NL",6,"Kwam een oude opname van de stem van mijn overleden vader tegen. Dat riep erg veel emoties op. Ik was op dat moment alleen.",1,,1,,1,,,3,1,0.332559879,-0.73869892,5,0.0,4,1,5,3,4,4,1,1,2,2,3,2,1,2,4,4,4,4,4,6,4,2,6,4,1,1.14149975,0.980019119,0.55861097,0.932408372,1.391877796,1.113438722,-0.065020417,-1.272955121,1.262939687,-0.053608445,-1.629805847,28,1,,3,,1,,2.142857143,2.75,3.0,0.396309508,-0.203069521,0.296752679,-0.10750190350000001,0.9031345527500001
"R_poCIhcGDuhI4P0l","NL",6,"Het bericht bereikte mij dat een vriend (26) was komen te overlijden door zichzelf van het leven te beroven. Ik was thuis, voelde me verdrietig omdat ik nooit signalen heb opgevangen. Ik ben op dat moment door niemand gesteund.",1,,2,,1,,,4,2,1.208595193,-0.02089899,4,0.0,3,1,2,2,4,4,2,5,1,2,3,5,1,2,4,3,4,2,2,3,4,5,3,3,2,1.14149975,-0.347461324,0.55861097,-1.722282979,-0.617737195,-0.739507144,-0.065020417,0.627886187,-0.735334967,-0.723336485,-1.139093767,28,1,,3,,1,,2.0,4.5,1.666666667,-0.341979761,0.593848101,-0.3144040176,-0.46240109883333336,-0.09240839575000004
"R_1QmicNmM1h0B8gG","NL",4,"Ik weet niet meer precies welke situatie het was, maar het ging zeker over mijn scriptie en een gevoel van hopeloosheid. Ik was gefrustreed omdat alles veel langer duurt dan gepland en ik ook veel moeite ervaar eraan te werken. Ik heb geen steund gezocht.",1,,2,,1,,2,2,1,-0.543475436,-0.73869892,4,2.0,2,2,3,3,5,5,1,5,2,2,2,5,2,2,3,3,3,2,3,3,2,3,3,3,2,-0.251067568,-0.347461324,-1.311794299,-1.722282979,0.3870703,-0.739507144,-1.217182201,-0.639341352,-0.735334967,-0.723336485,-1.139093767,28,1,,3,,5,"Duitsland",1.857142857,5.0,2.666666667,-0.767211981,-0.641087178,-0.8826402086,-0.8656326526666667,-0.9081515425
"R_1157Cu2tRHZS4T2","NL",4,"Ik had een gesprek met mijn vriendin over mijn overleden moeder.",1,,1,,2,1,,3,1,0.332559879,-0.73869892,4,0.0,2,2,1,3,1,2,1,4,2,1,2,1,1,2,4,4,4,4,3,2,1,2,4,2,1,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,-1.357155765,-1.793263093,-1.272955121,-0.069243416,-1.393064526,-1.629805847,28,1,,3,,1,,1.714285714,2.0,1.666666667,-0.319625387,-0.203069521,-0.39029495569999995,-1.2525812946666666,0.9031345527500001
"R_1lAEbXZxps6fiIz","NL",6,,1,,2,,3,1,2,3,1,0.332559879,-0.73869892,3,1.0,4,2,2,1,2,4,1,4,4,4,4,2,1,4,4,3,4,3,1,3,4,2,4,3,2,1.14149975,-0.347461324,0.55861097,-0.394937304,-1.62254469,-0.739507144,-0.065020417,-1.272955121,-0.069243416,-0.723336485,-1.139093767,29,1,,3,,1,,3.285714286,3.0,1.333333333,-0.424908086,-0.203069521,-0.3051444258,-0.668192725,0.239428023
"R_2xzzpAArEn3C3t5","NL",4,"Het overlijden van rental familielid",3,"Beide antwoorden, overlijden in de schoonfamilie",1,,5,1,3,1,1,-1.41951075,-0.73869892,4,0.0,3,2,1,1,2,3,1,4,3,2,3,2,1,4,4,4,4,3,2,3,3,3,2,4,2,1.14149975,0.980019119,0.55861097,-0.394937304,-0.617737195,-0.739507144,-0.641101309,-0.639341352,-1.401426518,-0.053608445,-1.139093767,29,1,,3,,1,,2.571428571,2.75,1.0,-0.267874836,-1.079104835,-0.23288859999999997,-0.7690130891666667,0.57129813375
"R_UPBWTKiagrClawx","NL",4,,2,,2,,2,1,2,3,2,0.332559879,-0.02089899,3,0.0,4,3,1,4,2,2,1,5,2,2,1,4,4,1,4,3,3,3,2,4,4,4,4,4,3,1.14149975,-0.347461324,-1.311794299,-0.394937304,-0.617737195,-0.121858522,-0.065020417,-0.005727582,-0.069243416,-0.053608445,-0.648381688,29,1,,3,,1,,2.0,3.25,3.0,-0.226751858,0.155830444,-0.18765332469999998,-0.16064001166666667,-0.22817329425
"R_1jqgLfCdVrCPzpL","NL",3,,1,,2,,1,,,3,1,0.332559879,-0.73869892,3,1.0,3,2,1,2,2,2,2,3,3,2,2,2,2,2,4,4,4,4,4,1,1,4,3,2,1,1.14149975,0.980019119,0.55861097,0.932408372,1.391877796,-1.974804387,-1.793263093,-0.005727582,-0.735334967,-1.393064526,-1.629805847,30,1,,3,,1,,2.285714286,2.25,1.666666667,-0.2297804,-0.203069521,-0.3919462191,-1.2553334003333332,0.9031345527500001
"R_O83Km19IiOgkJBn","NL",2,"Mijn puppie werd overreden omdat ik uitgleed met mijn fiets en daardoor reed een auto over mijn puppie en fiets, daardoor is mijn fiets kapot",1,,2,,5,3,3,5,1,2.084630508,-0.73869892,2,3.0,5,4,3,4,4,5,3,4,3,4,5,3,4,5,4,1,4,1,1,1,1,2,1,5,2,1.14149975,-3.002422211,0.55861097,-3.049628655,-1.62254469,-1.974804387,-1.793263093,-1.272955121,-2.06751807,0.616119595,-1.139093767,30,1,,3,,1,,4.142857143,4.0,3.666666667,-1.236909062,0.672965794,-1.1983454989,-1.2719191405,-1.0879850365
"R_vuV8IGLrQ7CIJFv","NL",4,"aanleiding: hopeloosheid. waar: psycholoog ervoor: hopeloos erna: meer op gemak",3,,2,,2,1,2,2,1,-0.543475436,-0.73869892,3,1.0,3,2,2,2,4,4,3,4,3,3,3,4,2,3,2,2,2,3,2,3,2,5,2,3,3,-1.643634886,-1.674941768,-3.182199568,-0.394937304,-0.617737195,-0.739507144,-1.217182201,0.627886187,-1.401426518,-0.723336485,-0.648381688,30,1,,3,,1,,2.857142857,4.0,2.0,-1.055945325,-0.641087178,-1.0997661375000003,-0.6836579748333333,-1.7239283815000002
"R_3HjAKGBrZ83Fa0s","NL",2,"Na aanleiding van het schrijven over een ex-geliefde, dat vond thuis plaats, het huilen luchtte niet echt op maar maakte de emotie juist sterker, voelde me niet echt gesteund.",1,,2,,1,,,3,2,0.332559879,-0.02089899,5,3.0,2,4,4,4,5,5,4,5,2,2,4,4,1,2,3,4,4,4,2,5,3,5,6,6,2,-0.251067568,0.980019119,0.55861097,0.932408372,-0.617737195,0.4957901,-0.641101309,0.627886187,1.262939687,1.285847635,-1.139093767,30,1,,3,,1,,2.857142857,4.75,3.0,0.317682021,0.155830444,0.41122394260000006,0.31537808883333335,0.55499272325
"R_cM7F1sdiYgUAEP7","NL",2,"Omdat ik al een tijd erg ziek was. Gevoel van machteloosheid. Ik werd gesteund door mijn ouders.",1,,2,,3,1,4,3,2,0.332559879,-0.02089899,2,3.0,4,2,2,4,4,5,2,5,3,4,4,2,1,4,3,2,4,2,3,1,1,1,3,1,1,-0.251067568,-1.674941768,0.55861097,-1.722282979,0.3870703,-1.974804387,-1.793263093,-1.906568891,-0.735334967,-2.062792566,-1.629805847,31,1,,3,,1,,3.285714286,4.0,2.333333333,-1.164107345,0.155830444,-1.3192251096,-1.6837616251666667,-0.7724203362500001
"R_3ptiMEf2JoM7Yjc","NL",4,"veel overlijdens in korte tijd, thuis, niet gesteund",2,,2,,2,3,4,1,1,-1.41951075,-0.73869892,3,0.0,2,2,1,3,4,5,2,5,3,3,3,5,3,3,4,3,4,2,2,3,3,2,1,2,2,1.14149975,-0.347461324,0.55861097,-1.722282979,-0.617737195,-0.739507144,-0.641101309,-1.272955121,-2.06751807,-1.393064526,-1.139093767,31,1,,3,,1,"Deventer",2.571428571,4.75,2.333333333,-0.749146429,-1.079104835,-0.7622873520000001,-1.2088733228333333,-0.09240839575000004
"R_tRuVHDareGuuPst","NL",3,"Ik was thuis, lag op bed. Aanleiding was een al jarenlange ophoping van verschillende frustraties waar mijn partner en ik niet op ̩̩n lijn liggen. Daarbij was ik erg moe. Ik was verder alleen in de slaapkamer en heb het er verder niet met iemand over gehad",1,,2,,1,,,2,1,-0.543475436,-0.73869892,4,2.0,2,1,1,1,4,2,1,1,1,1,2,3,1,1,2,3,3,3,2,5,3,4,4,3,3,-1.643634886,-0.347461324,-1.311794299,-0.394937304,-0.617737195,0.4957901,-0.641101309,-0.005727582,-0.069243416,-0.723336485,-0.648381688,32,1,,3,,1,,1.285714286,2.5,1.0,-0.537051399,-0.641087178,-0.5289828193,-0.26533339666666667,-0.92445695325
"R_3oMwkQdllxIY2tw","NL",4,"tijdens de uitvaart van mijn oma. Het was een heel mooie dag en het voelde goed om afscheid te kunnen nemen, maar het zien van het verdriet bij mijn moeder in combinatie met het afspelen van de favoriete muziek van mijn oma inclusief foto's maakte dat ik kort huilde. Het verdriet werd op dat moment gedeeld en vervolgens feestelijk en gezamenlijk afgesloten.",1,,1,,5,1,4,1,1,-1.41951075,-0.73869892,2,0.0,4,4,2,2,1,1,1,1,2,2,2,1,1,2,3,3,3,2,2,3,3,2,2,3,2,-0.251067568,-0.347461324,-1.311794299,-1.722282979,-0.617737195,-0.739507144,-0.641101309,-1.272955121,-1.401426518,-0.723336485,-1.139093767,33,1,,3,,1,,2.428571429,1.0,1.666666667,-0.924342155,-1.079104835,-0.9550026514000001,-0.986236724,-0.9081515425
"R_8zX30796pGFARWh","NL",6,"Ik was in mijn slaapkamer toen ik een telefoontje kreeg - het was m'n broer. Onze hond was aangereden en aan z'n verwondingen overleden. Ik voelde me alsof mn adem was ontnomen. Verbijstering ging langzaam over in woede. Woede voor de bestuurder van de auto. Ik ben naar het ouderlijk huis gegaan en heb daar gezamelijk troost gevonden.",2,,2,,1,,,4,3,1.208595193,0.69690094,5,0.0,4,4,2,2,5,4,2,4,4,4,3,2,2,3,3,1,2,2,2,2,3,3,2,2,3,-0.251067568,-3.002422211,-3.182199568,-1.722282979,-0.617737195,-1.357155765,-0.641101309,-0.639341352,-1.401426518,-1.393064526,-0.648381688,33,1,,3,,1,,3.428571429,3.75,2.0,-1.35056188,0.952748067,-1.4238443484,-1.0134118596666666,-2.0394930815
"R_1Cyx6ueu1HCxy6w","NL",2,"een taak die ik had uitgevoerd voor mijn werk werd afgekeurd en dit maakte mij boos. Ik werk thuis en was op mijn kantoortje aan het werk.",1,,2,,1,,1,1,1,-1.41951075,-0.73869892,3,1.0,2,2,1,1,4,4,2,4,4,4,2,4,2,4,3,2,2,2,3,2,2,2,2,2,2,-0.251067568,-1.674941768,-3.182199568,-1.722282979,0.3870703,-1.357155765,-1.217182201,-1.272955121,-1.401426518,-1.393064526,-1.139093767,33,1,,3,,1,,2.857142857,4.0,1.333333333,-1.293118135,-1.079104835,-1.4611369781000003,-1.296812983,-1.7076229707500001
"R_rpRuAuU63Qkw9UJ","NL",3,"Ik was in het ziekenhuis en ik werd voor de 2e keer vader.",1,,4,"geluk",3,1,4,3,1,0.332559879,-0.73869892,2,1.0,4,3,2,3,4,4,4,4,3,4,4,2,2,3,4,3,3,3,2,3,4,2,3,3,3,1.14149975,-0.347461324,-1.311794299,-0.394937304,-0.617737195,-0.739507144,-0.065020417,-1.272955121,-0.735334967,-0.723336485,-0.648381688,34,1,,3,,1,,3.571428571,3.5,2.333333333,-0.519542381,-0.203069521,-0.5097228999,-0.697422637,-0.22817329425
"R_3nocMXN5hkrlXxO","NL",6,,2,,1,,5,1,4,1,2,-1.41951075,-0.02089899,3,0.0,2,1,1,2,4,3,2,5,2,4,3,2,1,3,4,3,3,3,4,3,3,2,5,3,2,1.14149975,-0.347461324,-1.311794299,-0.394937304,1.391877796,-0.739507144,-0.641101309,-1.272955121,0.596848136,-0.723336485,-1.139093767,34,1,,3,,1,,2.428571429,3.5,1.333333333,-0.312723734,-0.72020487,-0.4831838867,-0.6531909483333332,-0.22817329425
"R_2yeok12yInVstmr","NL",6,"overlijden van familielid, was in het buitenland voor studie, was vrijwel alleen(zonder familie, alleen vrienden), gesteund door vrienden, was toevallig met hen toen bericht ontvangen.",2,,1,,4,1,2,4,2,1.208595193,-0.02089899,5,0.0,4,3,3,3,1,1,2,1,3,4,3,1,1,3,2,3,3,3,3,2,2,4,4,4,4,-1.643634886,-0.347461324,-1.311794299,-0.394937304,0.3870703,-1.357155765,-1.217182201,-0.005727582,-0.069243416,-0.053608445,-0.157669608,34,1,,3,,1,,3.142857143,1.0,2.333333333,-0.561031321,0.593848101,-0.6558414829999999,-0.4767645028333333,-0.92445695325
"R_w0KHLuQl72OWEmt","NL",6,,1,,1,,2,1,4,3,1,0.332559879,-0.73869892,5,0.0,4,4,3,3,3,4,3,5,4,3,5,2,1,3,4,3,4,3,2,2,2,3,4,3,2,1.14149975,-0.347461324,0.55861097,-0.394937304,-0.617737195,-1.357155765,-1.217182201,-0.639341352,-0.069243416,-0.723336485,-1.139093767,35,1,,3,,1,,3.714285714,3.5,2.333333333,-0.436852554,-0.203069521,-0.41876408940000004,-0.857558831,0.239428023
"R_9Y3HVqUo3EIB4Nr","NL",3,"Ik schreef een artikel voor intranet over mijn ervaringen nadat een client van mij een zelfmoordpoging deed. Het was emotioneel vooraf en tijdens, daarna voelde het als opluchting. Het was vooral troostend hoe erop gereageerd werd.",2,,1,,1,,,2,2,-0.543475436,-0.02089899,2,1.0,4,3,1,1,3,2,2,2,4,4,5,1,1,4,4,4,4,4,2,5,4,2,5,5,7,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,0.4957901,-0.065020417,-1.272955121,0.596848136,0.616119595,1.31446663,38,1,,3,,1,,3.714285714,2.0,1.0,0.425459085,-0.282187213,0.5297787134,0.2808748205,0.9031345527500001
"R_2WYCNPynbn2UFVd","EN-GB",3,"My grandmother was sick",2,,1,,2,1,4,2,2,-0.543475436,-0.02089899,3,1.0,4,4,3,5,2,4,5,5,5,5,5,2,3,4,3,4,4,4,4,6,6,6,6,6,6,-0.251067568,0.980019119,0.55861097,0.932408372,1.391877796,1.113438722,1.087141367,1.261499957,1.262939687,1.285847635,0.823754551,18,2,,3,,1,,4.571428571,3.25,3.666666667,0.949679146,-0.282187213,0.9054592812000001,1.1391036531666667,0.55499272325
"R_5A8dvg069ELWjjr","EN-GB",3,"My boyfriend and I decided to go to a lighting festival. He canceled last minute, again. I was home, my mom came checking up on me, but I preferred being alone",1,,1,,2,1,4,3,2,0.332559879,-0.02089899,3,2.0,4,5,2,2,2,4,1,1,1,2,3,2,2,2,4,3,4,3,2,6,6,4,3,3,5,1.14149975,-0.347461324,0.55861097,-0.394937304,-0.617737195,1.113438722,1.087141367,-0.005727582,-0.735334967,-0.723336485,0.333042471,18,2,,3,,1,"-",2.571428571,2.25,2.0,0.128108948,0.155830444,0.20269356180000003,0.17820392099999996,0.239428023
"R_21yxBuEnKtjfnW9","EN-GB",3,,1,,1,,2,1,4,3,2,0.332559879,-0.02089899,3,3.0,4,4,2,2,5,5,4,5,4,4,5,3,2,4,4,4,4,4,3,6,6,6,6,6,6,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,1.113438722,1.087141367,1.261499957,1.262939687,1.285847635,0.823754551,18,2,,3,,1,,4.142857143,4.5,2.0,0.984930039,0.155830444,1.044716013,1.1391036531666667,0.9031345527500001
"R_Ti3adDOkg6fVrr3","EN-GB",3,"I had to cry because my grandmother died because of cancer not long ago. Sometimes when think about her, i still have to cry because i miss her very much. I was at my boyfriend's house when it happend. He helped me.",2,,1,,2,1,4,4,1,1.208595193,-0.73869892,1,10.0,4,4,1,1,1,2,3,1,3,3,2,1,1,4,3,4,4,4,2,6,6,6,6,6,7,-0.251067568,0.980019119,0.55861097,0.932408372,-0.617737195,1.113438722,1.087141367,1.261499957,1.262939687,1.285847635,1.31446663,18,2,,3,,1,"-",3.285714286,1.25,1.0,0.811597063,0.234948136,0.9545304891,1.2208889996666665,0.55499272325
"R_9GgLJabxhzqaASd","EN-GB",2,,1,,1,,1,,,2,1,-0.543475436,-0.73869892,2,4.0,4,4,2,2,4,5,2,4,4,4,4,4,1,4,2,4,4,4,3,6,6,5,4,6,6,-1.643634886,0.980019119,0.55861097,0.932408372,0.3870703,1.113438722,1.087141367,0.627886187,-0.069243416,1.285847635,0.823754551,18,2,,3,,1,,3.714285714,4.25,1.666666667,0.553027175,-0.641087178,0.5696228621000001,0.8114708409999999,0.20685089375000001
"R_uw6GaRsQB915qVz","EN-GB",2,"I was laying in bed and thought about all the things ahead, which was kind of stressing me out. I was texting with someone at that time, which really helped me.",3,"Stress",2,,1,,,1,1,-1.41951075,-0.73869892,2,3.0,5,4,2,2,5,5,4,4,4,5,4,4,2,4,3,3,4,4,3,5,5,6,4,5,3,-0.251067568,-0.347461324,0.55861097,0.932408372,0.3870703,0.4957901,0.511060475,1.261499957,-0.069243416,0.616119595,-0.648381688,18,2,,3,,1,"-",4.285714286,4.5,2.0,0.313309616,-1.079104835,0.3059335473,0.36114083716666673,0.2231226125
"R_2fCm1XZA0g7uLIx","EN-GB",3,"I had a lot of assignments last week, but I didn' t have a lot of time. I had been working for hours and still wasn't done. At that moment I felt a lot of stress and started crying. I felt disappointed in myself. In my opinion I could do better. At such moments I always think about my grandpa who passed away a few years ago. I want to make him proud, because he always was so proud of me and my achievements. But thinking about him also causes me to miss him even more. Luckily my boyfriend came to help me. He calmed me down by saying he is so proud of me and that he is sure that my grandpa is too. After that I felt a little better.",3,"stress and missing a person",1,,2,1,4,3,1,0.332559879,-0.73869892,3,2.0,4,4,1,4,2,2,2,2,4,4,4,1,1,4,3,4,4,3,4,7,7,6,6,7,7,-0.251067568,0.980019119,0.55861097,-0.394937304,1.391877796,1.731087344,1.663222259,1.261499957,1.262939687,1.955575676,1.31446663,18,2,,3,,1,,3.714285714,1.75,2.0,1.043026779,-0.203069521,1.008141677,1.5314652588333333,0.22315630425
"R_1ltptmL3QHcvVFy","EN-GB",3,"Because of my headache I cried, I was in my house, I felt not good before and after but it also was a sort of relief, I was by myself",3,"My health",2,,1,,,2,1,-0.543475436,-0.73869892,4,1.0,2,1,1,2,5,2,2,5,2,2,2,2,1,2,3,3,3,2,3,5,5,5,5,5,5,-0.251067568,-0.347461324,-1.311794299,-1.722282979,0.3870703,0.4957901,0.511060475,0.627886187,0.596848136,0.616119595,0.333042471,18,2,,3,,1,,1.857142857,3.5,1.333333333,-0.005889901,-0.641087178,-0.04518592060000001,0.5301244940000001,-0.9081515425
"R_2PooXTT6Rt7eUm8","EN-GB",2,"A boy rejected my suggestion to go on a date. I received his answer by text when I was at a party, but I cried later that evening at home. Before I got his text, I was pretty nervous, and after the text I felt very lonely and inferior.",1,,1,,1,,,4,5,1.208595193,2.132500801,4,6.0,4,4,2,3,3,3,4,4,3,3,4,3,2,4,4,4,4,4,3,6,6,6,5,5,6,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,1.113438722,1.087141367,1.261499957,0.596848136,0.616119595,0.823754551,18,2,,3,,1,,3.714285714,3.25,2.333333333,0.863491894,1.670547997,0.9111340539,0.9164670546666667,0.9031345527500001
