,ResponseId,UserLanguage,Cry_last,qual_Q,Trigger_cause,Trigger_cause_3_TEXT,Trigger_type,Trigger_type_4_TEXT,Context,context2,context3,intense_tear,intense_time,Zintense_tear,Zintense_time,mood_1,Freq,BACS_1,BACS_2,BACS_3,BACS_4,BACS_5,BACS_6,BACS_7,BACS_8,BACS_9,BACS_10,BACS_11,BACS_12,BACS_13,BACS_14,GES_1,GES_2,GES_3,GES_4,GES_5,TMF_1,TMF_2,TMF_3,TMF_4,TMF_5,TMF_6,ZGES_1,ZGES_2,ZGES_3,ZGES_4,ZGES_5,ZTMF_1,ZTMF_2,ZTMF_3,ZTMF_4,ZTMF_5,ZTMF_6,age,gender,gender_4_TEXT,live,live_6_TEXT,live_time,birth_other,BACS_Help,BACS_social,BACS_Ind,GRE,Cry_intensity,last.cry,known,helped
90,R_3pmdilxDdsYkKam,HR,6,"Bio sam izrazito ljut na majku zbog nečega. Bili smo u kafiću. Osjećao sam se povrijeđeno, frustrirano, izdano. Pomogao mi je otac.",1,,3,,2,1,4,3,2,0.332559879,-0.02089899,3,0,2,6,2,1,6,6,2,4,2,6,6,1,1,2,3,1,4,2,2,2,2,2,1,1,1,-0.251067568,-3.002422211,0.55861097,-1.722282979,-0.617737195,-1.357155765,-1.217182201,-1.272955121,-2.06751807,-2.062792566,-1.629805847,21,1,,2,,1,,3.714285714,4.25,1.333333333,-1.331118959,0.155830444,2,1,1
91,R_1q4ogZEarViQZ4X,HR,4,Plakao sam kada smo izgubili finale Svjetskog prvenstva od Francuske.,2,,2,,5,1,4,2,2,-0.543475436,-0.02089899,4,0,6,4,4,2,2,2,2,1,2,2,2,2,2,4,3,3,4,3,2,3,2,3,3,3,2,-0.251067568,-0.347461324,0.55861097,-0.394937304,-0.617737195,-0.739507144,-1.217182201,-0.639341352,-0.735334967,-0.723336485,-1.139093767,21,1,,2,,1,,3.142857143,1.75,2.666666667,-0.567853485,-0.282187213,2,1,1
92,R_3Jhh1TPqxwENY9z,HR,6,"plakao sam na sprovodu prijatelja,nitko me nije tješio pošto su svi bili u suzama...
",1,,1,,5,3,3,2,1,-0.543475436,-0.73869892,5,0,2,5,4,2,5,1,1,6,1,4,2,2,1,2,3,2,4,2,2,5,3,4,5,4,4,-0.251067568,-1.674941768,0.55861097,-1.722282979,-0.617737195,0.4957901,-0.641101309,-0.005727582,0.596848136,-0.053608445,-0.157669608,21,1,,2,,1,,2.428571429,3.5,2.333333333,-0.315717023,-0.641087178,2,1,0
93,R_12AySYoASlIzMCK,HR,6,,1,,2,,2,1,4,1,1,-1.41951075,-0.73869892,4,0,6,6,2,2,5,5,2,2,6,4,6,1,1,6,3,3,4,3,2,3,2,2,2,2,3,-0.251067568,-0.347461324,0.55861097,-0.394937304,-0.617737195,-0.739507144,-1.217182201,-1.272955121,-1.401426518,-1.393064526,-0.648381688,22,1,,2,,1,,5.142857143,3.25,1.666666667,-0.702282693,-1.079104835,2,1,1
94,R_2UfwoidFipBJO2q,HR,6,Ne sjećam se točno kad sam zadnji put plakao. Vjerojatno je to bilo u višim razredima osnovne škole tijekom prepirke s roditeljima,1,,3,,2,3,4,2,1,-0.543475436,-0.73869892,3,0,1,2,1,1,6,2,2,1,5,2,1,6,1,2,3,3,3,3,3,2,2,3,4,2,1,-0.251067568,-0.347461324,-1.311794299,-0.394937304,0.3870703,-1.357155765,-1.217182201,-0.639341352,-0.069243416,-1.393064526,-1.629805847,22,1,,2,,1,,2.142857143,3.75,1,-0.747634846,-0.641087178,2,1,0
95,R_2TMpO9yoUzLu53Y,HR,6,"Bilo smo na skijanju u, moja bivša je slavila rođendan, a ja sam imao jedan od svojih manipulativno-autodestruktivnih ispada. Plakao sam ležeći na hodniku dok je ona sjedila pored mene. Jednostavno su mi suze tekle i onaj pritisak na sru je bio konstantno prisutan. Najviše me je ubijala ideja našeg rastanka, kojom sam se opčinjao sve od početka veze. Nisam mogao kontrolirati taj osjećaj neizbježnosti i stalno sam smišljao neke razloge zašto ne bismo bili skupa. Uglavnom, jako niska razina samopouzdanja i samopoštovanja dovela je do razvoja odnosa u takav sadističko-manipulativni cirkus. 
Bila je ona cijelo vrijeme sa mnom, no to mi ništa nije značilo, mada me je tješila u tom slomlenom stanju.",1,,2,,2,1,4,4,5,1.208595193,2.132500801,3,1,6,5,1,1,6,6,5,4,5,5,6,2,1,6,3,4,4,4,2,3,2,1,3,2,3,-0.251067568,0.980019119,0.55861097,0.932408372,-0.617737195,-0.739507144,-1.217182201,-1.906568891,-0.735334967,-1.393064526,-0.648381688,22,1,,2,,1,,5.428571429,4.5,1,-0.457982338,1.670547997,2,1,1
96,R_1Qur6YriZ219EZ9,HR,6,"Zadnji puta sam plakao kada nisam osvojio utrko u mome gradu, nažalost dosila se  pogreška i diskvalifikacija zbog nje. Bio sam jako razočaran pošto sam trebao osvojiti 1. mjesto, koliko se sijecam nisam bio ljut.",1,,4,Razočaranje,5,1,3,2,2,-0.543475436,-0.02089899,4,0,1,1,1,1,5,5,1,5,1,1,1,5,4,1,2,2,4,4,4,2,2,7,4,2,1,-1.643634886,-1.674941768,0.55861097,0.932408372,1.391877796,-1.357155765,-1.217182201,1.895113727,-0.069243416,-1.393064526,-1.629805847,22,1,,2,,1,,1,5,2,-0.38245614,-0.282187213,2,1,1
97,R_1P6lP1tFsKg0rIN,EN-GB,3,"I was fighting with my girlfriend. We were in her room. I started crying after pointing some things out in our relationship because I felt wrongly accused. I felt pent up enegry before, and better after. She was there to comfort me and give me support.",1,,2,,2,1,4,3,2,0.332559879,-0.02089899,2,4,4,4,1,2,4,4,2,3,5,5,4,1,1,4,3,3,4,3,3,4,3,2,4,4,3,-0.251067568,-0.347461324,0.55861097,-0.394937304,0.3870703,-0.121858522,-0.641101309,-1.272955121,-0.069243416,-0.053608445,-0.648381688,23,1,,2,,1,,4,3,1.333333333,-0.259539402,0.155830444,2,1,1
98,R_3IRbrPj3PRyCEs5,HR,2,"Plakao sam na vjenjčanju svojih prijatelja, i nakon toga sam se osjećao ljepo
",2,,4,Radost,5,3,4,1,1,-1.41951075,-0.73869892,3,1,2,1,1,1,1,2,1,1,4,6,6,1,1,6,3,3,4,4,2,1,1,1,1,1,2,-0.251067568,-0.347461324,0.55861097,0.932408372,-0.617737195,-1.974804387,-1.793263093,-1.906568891,-2.06751807,-2.062792566,-1.139093767,23,1,,2,,1,,3.714285714,1.25,1,-0.969935229,-1.079104835,1,1,0
99,R_vjBKJ34kL217Eqt,HR,6,U spavaćoj sobi. S curom. Tuga,1,,1,,2,3,4,3,2,0.332559879,-0.02089899,3,0,2,6,1,1,5,5,2,5,1,2,2,5,4,2,3,2,3,2,3,2,2,2,3,2,1,-0.251067568,-1.674941768,-1.311794299,-1.722282979,0.3870703,-1.357155765,-1.217182201,-1.272955121,-0.735334967,-1.393064526,-1.629805847,23,1,,2,,2,Švicarska,2.428571429,5,2,-1.107137704,0.155830444,2,1,0
100,R_vNAY6S4vBMdDsaJ,HR,6,"Bio je pogreb djeda, kod čega me do plakanja naveo prizor i zvuk jecanja sestre",2,,4,suosjećanje,5,3,4,2,1,-0.543475436,-0.73869892,3,10,6,6,2,2,1,2,6,2,4,4,4,2,2,6,3,3,3,3,2,4,4,5,5,5,5,-0.251067568,-0.347461324,-1.311794299,-0.394937304,-0.617737195,-0.121858522,-0.065020417,0.627886187,0.596848136,0.616119595,0.333042471,24,1,,2,,1,,5.142857143,1.75,2,-0.085089113,-0.641087178,2,1,0
101,R_2zC1ZD76o7ojrpw,HR,5,zadnji put sam plako kad sam se sexo sa curom i nije mi nitko pomogo,3,sreca,4,sreca,2,1,2,1,1,-1.41951075,-0.73869892,1,1,2,4,2,1,6,6,4,2,4,4,4,6,2,4,2,2,3,3,3,5,6,3,3,4,5,-1.643634886,-1.674941768,-1.311794299,-0.394937304,0.3870703,0.4957901,1.087141367,-0.639341352,-0.735334967,-0.053608445,0.333042471,24,1,,2,,1,,3.714285714,5,1.666666667,-0.377322617,-1.079104835,2,1,1
102,R_114PY3knCCpU3TY,HR,6,"Smrt kucnoga ljubimca, doma u krugu obitelji. Osjećaj tuge, trauma. Razgovor s prijateljima.",1,,1,,3,1,4,2,5,-0.543475436,2.132500801,3,0,4,1,1,1,1,1,2,1,6,4,1,1,1,2,3,2,4,1,3,1,1,3,4,3,1,-0.251067568,-1.674941768,0.55861097,-3.049628655,0.3870703,-1.974804387,-1.793263093,-0.639341352,-0.069243416,-0.723336485,-1.629805847,25,1,,2,,3,,2.857142857,1,1,-0.987250118,0.794512682,2,1,1
103,R_3e46r36cX2w4duJ,HR,4,,1,,2,,2,1,4,2,1,-0.543475436,-0.73869892,3,3,4,2,2,4,2,1,4,4,4,6,2,1,1,4,3,3,3,3,2,2,2,2,4,3,2,-0.251067568,-0.347461324,-1.311794299,-0.394937304,-0.617737195,-1.357155765,-1.217182201,-1.272955121,-0.069243416,-0.723336485,-1.139093767,28,1,,2,,1,,3.714285714,2,2.333333333,-0.791087677,-0.641087178,2,1,1
104,R_WoG59qHIPfTjdPr,HR,6,prijateljeva nedaća. Desilo se na zajedničkom druženju.,2,,1,,4,1,4,3,2,0.332559879,-0.02089899,4,0,4,2,1,6,4,2,1,1,5,5,6,1,1,5,2,3,4,3,3,2,2,4,4,4,2,-1.643634886,-0.347461324,0.55861097,-0.394937304,0.3870703,-1.357155765,-1.217182201,-0.005727582,-0.069243416,-0.053608445,-1.139093767,29,1,,2,,1,,4,2,2.666666667,-0.480214856,0.155830444,2,1,1
105,R_3PNrjDrX3YApdjw,HR,3,"Sahrana, bliski prijatelj. Tokom razgovora u drustvu prijatelja i roditelja pokojnika. Plač je bio kolektivan. Osobno sam se osjećao mirnim nakon što smo izmjenili neka sječanja.",1,,1,,5,1,3,2,6,-0.543475436,2.850300731,1,2,6,2,2,1,1,2,4,1,5,5,6,1,1,5,3,3,4,4,3,1,1,4,4,1,1,-0.251067568,-0.347461324,0.55861097,0.932408372,0.3870703,-1.974804387,-1.793263093,-0.005727582,-0.069243416,-2.062792566,-1.629805847,32,1,,2,,1,,4.714285714,1.25,1.333333333,-0.568734195,1.153412648,2,1,1
106,R_1g744TjjnEnFWvX,HR,6,,1,,1,,2,1,4,1,2,-1.41951075,-0.02089899,4,1,4,2,2,2,1,1,1,1,4,2,4,1,1,4,3,3,4,3,4,1,1,1,1,1,1,-0.251067568,-0.347461324,0.55861097,-0.394937304,1.391877796,-1.974804387,-1.793263093,-1.906568891,-2.06751807,-2.062792566,-1.629805847,32,1,,2,,1,,3,1,1.666666667,-0.952520935,-0.72020487,2,1,1
107,R_1f8iSD7YxBqtcnB,HR,5,"Ako ne brojimo suzu uz kakav ""tužan"" film onda je zadnje plakanje bilo na radionici u grupi. Radionica je vođena terapeutima, mislim da je zadnja ""tema"" bila rigidna obrambena struktura pa bi plakanje bilo vezano za odnos, odnosno ponižavanje načinjeno od strane oca u ranom djetinjstvu. 
Primio sam utjehu kroz rad u grupi. 
",1,,1,,5,1,2,2,2,-0.543475436,-0.02089899,2,5,6,1,1,1,1,2,6,2,6,5,5,1,1,6,2,4,4,4,6,4,4,4,4,4,4,-1.643634886,0.980019119,0.55861097,0.932408372,3.401492786,-0.121858522,-0.065020417,-0.005727582,-0.069243416,-0.053608445,-0.157669608,36,1,,2,,1,,5,1.5,1,0.341433488,-0.282187213,2,1,1
108,R_12s8HRZtNMI8rqd,HR,6,Stres pri pokušaju dubljeg razgovora sa ženom.,1,,2,,2,1,4,2,1,-0.543475436,-0.73869892,4,1,2,2,1,1,6,6,6,5,6,6,6,2,1,2,3,4,4,4,2,3,3,5,5,2,2,-0.251067568,0.980019119,0.55861097,0.932408372,-0.617737195,-0.739507144,-0.641101309,0.627886187,0.596848136,-1.393064526,-1.139093767,36,1,,2,,1,,4.285714286,4.75,1,-0.098708975,-0.641087178,2,1,1
109,R_27qGweF5AZKnC8H,HR,6,"Nakon istrčanog maratona u kojemu su me uhvatili grčevi tijekom utrke. Bio sam u Ljubljani i na 35. km su me uhvatili jaki grčevi zbog kojih sam pao na pod od boli. No na mjestu gdje sam pao, stajala je žena koja mi je dala kremu od koje su grčevi prošli pa sam mogao nastaviti. Grčevi su se vratili na zadnjih 500 metara, no tada nisam stao i ušao sam u cilj s bolovima. Kada sam stao suze su krenule snažno. Nisam imao nikoga poznatog kraj sebe.",1,,2,,5,3,1,5,1,2.084630508,-0.73869892,1,3,6,2,2,1,2,5,6,6,5,5,5,2,1,5,2,4,4,4,2,4,4,6,5,5,3,-1.643634886,0.980019119,0.55861097,0.932408372,-0.617737195,-0.121858522,-0.065020417,1.261499957,0.596848136,0.616119595,-0.648381688,36,1,,2,,1,Jugoslavija,4.857142857,3.75,1.333333333,0.168079404,0.672965794,2,0,0
110,R_2wAjQ48Q9G2ZMOP,HR,4,"Nagli prekid veze i neobjašnjiva promjena ponašanja s druge strane, a ja nisam mogao ništa napraviti da to promijenim. Prije toga, nemir, strepnja, neke konkretne pomoći nisam imao.",1,,2,,2,3,4,2,5,-0.543475436,2.132500801,4,0,6,2,4,2,2,2,4,1,6,6,2,2,1,6,3,3,4,4,2,2,2,2,3,3,2,-0.251067568,-0.347461324,0.55861097,0.932408372,-0.617737195,-1.357155765,-1.217182201,-1.272955121,-0.735334967,-0.723336485,-1.139093767,36,1,,2,,1,,4.571428571,1.75,2.333333333,-0.560936823,0.794512682,2,1,0
111,R_1pLR9ywkMOLvM15,HR,3,"Emocije druge osobe, bio sam doma. Osječaja se ne sjećam..",2,,1,,2,1,4,2,1,-0.543475436,-0.73869892,3,4,6,4,1,1,6,2,6,1,6,5,2,2,1,6,3,2,3,3,6,1,1,1,1,2,1,-0.251067568,-1.674941768,-1.311794299,-0.394937304,3.401492786,-1.974804387,-1.793263093,-1.906568891,-2.06751807,-1.393064526,-1.629805847,39,1,,2,,3,,5,2.75,1,-0.999661179,-0.641087178,2,1,1
112,R_1nO4Hw7LeiASBUK,HR,4,Jedna osoba sa svojim postupkom me natjerala u plač koji se kasnije pretvorio u frustraciju i ljutnju.,1,,2,,2,1,2,3,2,0.332559879,-0.02089899,3,1,6,5,2,2,6,5,5,6,5,4,4,5,2,6,2,3,4,3,3,3,3,2,4,4,4,-1.643634886,-0.347461324,0.55861097,-0.394937304,0.3870703,-0.739507144,-0.641101309,-1.272955121,-0.069243416,-0.053608445,-0.157669608,18,2,,2,,1,,5,5.5,2,-0.397676117,0.155830444,2,1,1
113,R_2s1FpHc8bptN2jg,HR,2,Kad sam se prisjetila osobe s kojom više nisam u dobrim odnosima.,3,Prisjećanje,1,,2,1,4,2,2,-0.543475436,-0.02089899,2,2,5,6,1,1,1,2,5,1,5,5,5,1,1,5,3,3,4,2,2,7,7,7,7,7,7,-0.251067568,-0.347461324,0.55861097,-1.722282979,-0.617737195,1.731087344,1.663222259,1.895113727,1.929031239,1.955575676,1.31446663,18,2,,2,,1,,5.142857143,1.25,1,0.737141707,-0.282187213,1,1,1
114,R_27auu1pMASZTz1K,HR,2,"Nakupilo mi se previše toga tijekom cijelog tjedna te kad sam došla kući, rasplakala sam se spontano mami.",1,,3,,4,1,4,3,1,0.332559879,-0.73869892,2,3,6,5,2,5,5,6,5,6,6,6,6,1,1,6,4,4,4,4,6,7,7,7,7,7,7,1.14149975,0.980019119,0.55861097,0.932408372,3.401492786,1.731087344,1.663222259,1.895113727,1.929031239,1.955575676,1.31446663,18,2,,2,,1,,5.714285714,4.5,2.666666667,1.591138897,-0.203069521,1,1,1
115,R_1IR6zBLY63TXOPP,HR,2,Razgovor s bivšim dečkom,1,,2,,2,1,4,2,1,-0.543475436,-0.73869892,3,3,6,2,1,2,1,2,6,1,1,6,2,1,1,2,2,3,4,3,2,7,7,NA,NA,6,7,-1.643634886,-0.347461324,0.55861097,-0.394937304,-0.617737195,1.731087344,1.663222259,NA,NA,1.285847635,1.31446663,18,2,,2,,1,,3.571428571,1.25,1.333333333,0.394384903,-0.641087178,1,1,1
116,R_23deIpB0ITLUQUA,HR,3,Rastajanje od roditelja na duže vrijem,1,,3,,2,1,4,3,6,0.332559879,2.850300731,3,0,4,4,2,2,2,4,6,4,4,6,5,1,2,6,3,4,4,4,2,NA,NA,NA,NA,NA,NA,-0.251067568,0.980019119,0.55861097,0.932408372,-0.617737195,NA,NA,NA,NA,NA,NA,18,2,,2,,1,,5,2.75,2,0.32044674,1.591430305,2,1,1
117,R_sMZwwYdmlme8D2F,HR,1,Plakanje je uzrokovala svađa s bliskom osobom.,1,,2,,2,1,4,2,2,-0.543475436,-0.02089899,6,2,4,4,2,2,2,2,2,1,2,2,2,2,2,4,3,4,4,4,3,6,7,5,5,5,6,-0.251067568,0.980019119,0.55861097,0.932408372,0.3870703,1.113438722,1.663222259,0.627886187,0.596848136,0.616119595,0.823754551,18,2,,2,,1,,2.857142857,1.75,2,0.731664604,-0.282187213,1,1,1
118,R_129BEn6KsIEwvlx,HR,2,"Bila sam u klubu sa društvom i u jednom trenutku svi su bili u parovima, a ja sam ostala sama. I to mi je prouzročilo osjećaj usamljenosti i manje vrijednosti te zbog toga što sam bila pod utjecajem alkohola plakala sam. Pomogla mi je i utješila me najbolja prijateljica.",1,,1,,2,1,4,1,1,-1.41951075,-0.73869892,5,1,4,2,4,2,5,5,6,2,6,6,4,6,2,4,4,4,4,4,6,7,7,7,7,7,7,1.14149975,0.980019119,0.55861097,0.932408372,3.401492786,1.731087344,1.663222259,1.895113727,1.929031239,1.955575676,1.31446663,19,2,,2,,1,,4.571428571,4.5,2.666666667,1.591138897,-1.079104835,1,1,1
119,R_2OP8RLsxPpp05cE,HR,4,"bila sam kod kuće, prije sam se osjećala sretno, razljutila me situacija sa obitelji, tješile su me sestre",1,,2,,3,1,4,4,3,1.208595193,0.69690094,3,2,6,6,2,1,4,4,6,1,6,6,6,2,2,6,2,4,4,4,2,4,5,4,5,5,5,-1.643634886,0.980019119,0.55861097,0.932408372,-0.617737195,-0.121858522,0.511060475,-0.005727582,0.596848136,0.616119595,0.333042471,19,2,,2,,1,,6,2.75,1.666666667,0.194468268,0.952748067,2,1,1
120,R_5jONFJTlNVOs1Hj,HR,1,"Dan prije kolokvija, zbog frustracije, bila sam u sobi. Prije sam se osjećala bespomočno, ali kasnije sam izbacila sve emocije i bila sam bolje.",1,,2,,2,1,4,3,1,0.332559879,-0.73869892,4,2,4,2,2,2,6,6,4,5,4,2,2,6,2,2,2,3,4,3,3,4,5,5,5,4,3,-1.643634886,-0.347461324,0.55861097,-0.394937304,0.3870703,-0.121858522,0.511060475,0.627886187,0.596848136,-0.053608445,-0.648381688,19,2,,2,,1,,2.857142857,5.75,2,-0.048036918,-0.203069521,1,1,1
121,R_2S7ubhGiu11MRjH,HR,3,Dan kad sam odlazila na fakultet plakala sam zbog činjenice da više neću biti u blizini svoje obitelji i prijatelja. Nalazila sam se kod kuće i nekoliko dana prije toga osjećala sam se sjetno i pomalo zabrinuto zbog toga što nisam znala što me očekuje.,1,,1,,3,1,4,1,1,-1.41951075,-0.73869892,2,2,6,6,2,2,2,6,4,2,6,4,6,2,2,6,3,4,4,3,2,5,6,4,5,5,6,-0.251067568,0.980019119,0.55861097,-0.394937304,-0.617737195,0.4957901,1.087141367,-0.005727582,0.596848136,0.616119595,0.823754551,19,2,,2,,1,,5.428571429,3,2,0.353528563,-1.079104835,2,1,1
122,R_a3k8892Tdox4k1z,HR,3,bila sam umorna od puta i došla sam kući..toga dana sam se posvađala s mamom i iako se nije radilo o nekakvoj važnoj svađi počela sam plakati,1,,3,,3,1,4,3,2,0.332559879,-0.02089899,5,3,2,2,4,2,6,6,6,2,4,4,6,6,4,4,3,4,4,4,3,7,7,6,7,6,7,-0.251067568,0.980019119,0.55861097,0.932408372,0.3870703,1.731087344,1.663222259,1.261499957,1.929031239,1.285847635,1.31446663,19,2,,2,,1,,4,5,3.333333333,1.072017842,0.155830444,2,1,1
123,R_qDuwZQHW1072Vsl,HR,2,,1,,2,,2,3,4,4,2,1.208595193,-0.02089899,5,6,4,2,4,2,5,2,4,2,2,4,6,2,1,2,2,3,3,3,2,5,4,3,3,4,6,-1.643634886,-0.347461324,-1.311794299,-0.394937304,-0.617737195,0.4957901,-0.065020417,-0.639341352,-0.735334967,-0.053608445,0.823754551,19,2,,2,,1,,3.428571429,2.75,2.333333333,-0.408120503,0.593848101,1,1,0
124,R_3Jy0xh7QjGpSWOl,HR,2,"plakanje je bilo uzrokovano stresom zbog fakultetskih obaveza i lošim ponašanjem prijatelja, u sobi, u početku ljutnja onda tuga i osjećaj slabosti, cimerica je pomogla razgovorom i kasnije su se emocije smirile",3,,3,,2,1,4,3,1,0.332559879,-0.73869892,3,2,6,6,2,2,2,2,6,1,6,6,4,2,1,2,3,3,4,3,2,7,7,6,6,6,7,-0.251067568,-0.347461324,0.55861097,-0.394937304,-0.617737195,1.731087344,1.663222259,1.261499957,1.262939687,1.285847635,1.31446663,19,2,,2,,1,,5.142857143,1.75,1.666666667,0.678770099,-0.203069521,1,1,1
125,R_2q27qTNsjeurYG2,HR,3,Osjećala sam se odbačeno od strane bliske osobe.,1,,1,,2,1,4,1,1,-1.41951075,-0.73869892,4,1,4,6,2,2,5,5,6,6,6,6,6,5,2,6,2,3,4,3,2,7,7,6,5,5,7,-1.643634886,-0.347461324,0.55861097,-0.394937304,-0.617737195,1.731087344,1.663222259,1.261499957,0.596848136,0.616119595,1.31446663,20,2,,2,,1,,5.714285714,5.25,2,0.430734926,-1.079104835,2,1,1
126,R_2t4fRHXfiR9B314,HR,2,bila sam sama na autobusnoj stanici i imala sam depresivne misli najvjerojatnije uzrokovane stresom te bez ikakvog posebnog razloga sam plakala,3,zabrinutost da se neću moći nositi sa trenutnim načinom života,2,,5,3,1,1,1,-1.41951075,-0.73869892,4,2,4,5,2,5,6,5,5,1,5,5,2,6,2,5,2,3,3,3,2,6,7,5,5,5,7,-1.643634886,-0.347461324,-1.311794299,-0.394937304,-0.617737195,1.113438722,1.663222259,0.627886187,0.596848136,0.616119595,1.31446663,20,2,,2,,1,,4.428571429,4.5,3,0.146946956,-1.079104835,1,0,0
127,R_3mh0dtn3BErqDdU,HR,3,"Zadnji sam put plakala radi nepravde, sukoba sa prijateljima. prije susreta osjećala sam se dobro, ali za vrijeme susreta, kad su me prozvali i optužili za nešto što nisam napravila, a pritom i lagali, nisam mogla prestati plakati nekoliko sati.",1,,4,razočarenje,5,1,2,3,6,0.332559879,2.850300731,7,3,6,2,2,1,6,6,2,5,6,6,4,2,1,2,3,2,3,2,2,5,4,6,6,5,7,-0.251067568,-1.674941768,-1.311794299,-1.722282979,-0.617737195,0.4957901,-0.065020417,1.261499957,1.262939687,0.616119595,1.31446663,20,2,,2,,1,,4,4.75,1.333333333,-0.06291166,1.591430305,2,1,1
128,R_3oXB1PbVYaXjEuk,HR,4,"Plakanje je bilo uzrokovano jakim osjećajem frustracije tj. bijesa nakon konflikta s majkom. Prije sam se osjećala ekstremno ljuto te je plač služio kao ""ispušni ventil"" umjesto agresivnog verbalnog ispada. Nakon plača su svejedno postojale te emocije no u puno manjoj mjeri. Svjesno nisam prihvaćala tješenje tj. potporu.",1,,2,,3,3,4,3,2,0.332559879,-0.02089899,2,1,6,1,2,2,6,2,6,4,5,5,2,2,1,6,3,2,3,3,2,5,6,5,3,4,6,-0.251067568,-1.674941768,-1.311794299,-0.394937304,-0.617737195,0.4957901,1.087141367,0.627886187,-0.735334967,-0.053608445,0.823754551,21,2,,2,,1,,4.428571429,3.5,1.666666667,-0.182259031,0.155830444,2,1,0
129,R_vCuUhh5fNHdczJv,HR,3,"Bila sam vani i jedna osoba tvrdila je da sam učilina nešto što nisam. Do tog trenutka osjećala sam se smireno i sretno, poslje toga osjećala sam se zabrinuto i prestrašeno.",1,,2,,2,3,2,3,1,0.332559879,-0.73869892,7,2,4,2,2,2,5,6,2,2,4,4,6,6,2,2,3,3,4,4,4,6,6,5,5,6,5,-0.251067568,-0.347461324,0.55861097,0.932408372,1.391877796,1.113438722,1.087141367,0.627886187,0.596848136,1.285847635,0.333042471,21,2,,2,,1,,3.428571429,4.75,2,0.666233888,-0.203069521,2,1,0
130,R_ZCvGYJ9Q4JKTiY9,HR,3,Svađa s dečkom.,1,,3,,2,1,4,1,2,-1.41951075,-0.02089899,4,1,4,2,2,2,6,5,2,6,4,6,4,6,2,6,4,3,4,4,2,5,5,6,5,5,7,1.14149975,-0.347461324,0.55861097,0.932408372,-0.617737195,0.4957901,0.511060475,1.261499957,0.596848136,0.616119595,1.31446663,21,2,,2,,1,,4,5.75,2,0.587555042,-0.72020487,2,1,1
131,R_25ZzHvJ7zkMOGur,HR,4,"Moje plakanje uzrokovala je svađa s bliskom osobom te sam pritom bila u svom domu. Prije svađe sam bila nervozna, a osoba s kojom sam se svađala mi je pružala utjehu.",1,,1,,2,1,NA,4,2,1.208595193,-0.02089899,3,3,6,6,1,2,4,6,6,1,4,4,6,2,1,6,3,3,4,4,3,6,6,6,5,5,6,-0.251067568,-0.347461324,0.55861097,0.932408372,0.3870703,1.113438722,1.087141367,1.261499957,0.596848136,0.616119595,0.823754551,21,2,,2,,1,,5.428571429,3.25,1.333333333,0.616214825,0.593848101,2,NA,1
132,R_2rqEZhHRTE75oqQ,HR,2,"poslije rezultata ispita, kada mi je falio 1 bod za 5",3,stres,2,,2,1,4,1,1,-1.41951075,-0.73869892,2,15,4,6,2,2,4,6,5,4,6,6,5,4,2,6,3,3,4,3,6,6,6,6,6,6,6,-0.251067568,-0.347461324,0.55861097,-0.394937304,3.401492786,1.113438722,1.087141367,1.261499957,1.262939687,1.285847635,0.823754551,21,2,,2,,1,,5.428571429,4.5,2,0.891023589,-1.079104835,1,1,1
133,R_1oifyu5Ztpuip8R,HR,3,,1,,4,sve od navedenog,2,1,4,2,2,-0.543475436,-0.02089899,4,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,4,4,4,4,6,6,6,6,4,6,7,1.14149975,0.980019119,0.55861097,0.932408372,3.401492786,1.113438722,1.087141367,1.261499957,-0.069243416,1.285847635,1.31446663,21,2,,2,,1,,1.428571429,1.25,1.333333333,1.182471081,-0.282187213,2,1,1
134,R_2nwWON6UgTAmhLb,HR,6,Situacija je bila sprovod bližnje osobe. Pomogli su mi prijatelji koji su mi davali podršku.,1,,2,,5,1,4,3,2,0.332559879,-0.02089899,4,0,2,2,2,4,2,4,4,1,6,6,4,2,1,4,3,4,3,3,2,5,4,3,3,5,7,-0.251067568,0.980019119,-1.311794299,-0.394937304,-0.617737195,0.4957901,-0.065020417,-0.639341352,-0.735334967,0.616119595,1.31446663,22,2,,2,,2,,4,2.25,2.333333333,-0.055348878,0.155830444,2,1,1
135,R_3khPjJjI6u4QSYA,HR,3,"Plakanje je zapravo bilo potaknuto plakanjem prijateljice i situacijom u kojoj se nalazila (izrazito bezobrazno ponašanje njezinog bivšeg dečka i velika patnja koju je to njoj uzrokovalo). Bile smo u njezinom stanu (dnevnom boravku). Osjećala sam se izrazito tužno zbog nje, ali i bijesno zbog osobe koja ju je dovela u takvo stanje. Također bespomoćno jer je ona bila neutješna. Pomogle smo jedna drugoj utjehom u obliku zagrljaja.",2,,2,,3,1,4,3,2,0.332559879,-0.02089899,3,2,4,5,1,4,5,6,6,4,6,6,6,4,2,6,4,4,4,4,2,6,6,6,4,6,7,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,1.113438722,1.087141367,1.261499957,-0.069243416,1.285847635,1.31446663,22,2,,2,,1,,5.571428571,4.75,2.333333333,0.817086537,0.155830444,2,1,1
